Isolate	Species.Predicted	ST	aspA	glnA	gltA	glyA	pgm	tkt	uncA	Resistance	Host.Group	Genus	Species	Strain	Assembly.Accession	Isolation.Country	Geographic.Group	Collection.Year	Collection.Date	Host.Common.Name
GCA_001487795.1	campylobacter	827	33	39	30	82	104	56	17	0	Human	Campylobacter	Campylobacter coli	NA	GCA_001487795.1	United Kingdom	Europe	2007	2007	Human
GCA_001487815.1	campylobacter	900	32	38	30	82	152	35	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001487815.1	United Kingdom	Europe	2013	2013	NA
GCA_001487835.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001487835.1	United Kingdom	Europe	2013	2013	NA
GCA_001487855.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001487855.1	United Kingdom	Europe	2014	2014	NA
GCA_001487935.1	campylobacter	1487	103	110	103	140	188	164	79	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001487935.1	United Kingdom	Europe	2004	2004	Chicken
GCA_001487975.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001487975.1	United Kingdom	Europe	2014	2014	NA
GCA_001487995.1	campylobacter	1531	33	66	30	192	189	44	17	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001487995.1	United Kingdom	Europe	2008	2008	Mallard
GCA_001488035.1	campylobacter	825	33	39	30	82	113	47	17	0	Human	Campylobacter	Campylobacter coli	NA	GCA_001488035.1	United Kingdom	Europe	2005	2005	Human
GCA_001488055.1	campylobacter	825	33	39	30	82	113	47	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001488055.1	United Kingdom	Europe	2014	2014	NA
GCA_001488075.1	campylobacter	8462	142	647	88	124	164	129	595	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001488075.1	United Kingdom	Europe	2009	2009	NA
GCA_001488095.1	campylobacter	8330	33	38	30	81	104	43	36	1	Human	Campylobacter	Campylobacter coli	NA	GCA_001488095.1	United Kingdom	Europe	2006	2006	Human
GCA_001488115.1	campylobacter	48	2	4	1	2	7	1	5	1	NA	Campylobacter	Campylobacter jejuni	NA	GCA_001488115.1	United Kingdom	Europe	2013	2013	NA
GCA_001488135.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001488135.1	United Kingdom	Europe	2014	2014	NA
GCA_001488155.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001488155.1	United Kingdom	Europe	2014	2014	NA
GCA_001488175.1	campylobacter	1986	33	39	167	113	265	43	67	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001488175.1	United Kingdom	Europe	2013	2013	Mallard
GCA_001488195.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001488195.1	United Kingdom	Europe	2014	2014	NA
GCA_001488215.1	campylobacter	895	82	38	30	82	104	35	36	0	Human	Campylobacter	Campylobacter coli	NCTC12569	GCA_001488215.1	United Kingdom	Europe	NA	NA	Human
GCA_001488335.1	campylobacter	8493	121	337	159	215	820	245	367	0	Human	Campylobacter	Campylobacter coli	NA	GCA_001488335.1	United Kingdom	Europe	2007	2007	Human
GCA_001488355.1	campylobacter	828	33	39	30	82	104	43	17	1	NA	Campylobacter	Campylobacter coli	NA	GCA_001488355.1	United Kingdom	Europe	2008	2008	NA
GCA_001488375.1	campylobacter	8441	210	204	542	261	498	650	183	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001488375.1	United Kingdom	Europe	2006	2006	NA
GCA_001488415.1	campylobacter	1771	136	188	69	113	270	43	152	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001488415.1	United Kingdom	Europe	2013	2013	Mallard
GCA_001488455.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001488455.1	United Kingdom	Europe	2014	2014	NA
GCA_001488475.1	campylobacter	3016	33	39	103	79	104	35	17	1	NA	Campylobacter	Campylobacter coli	NA	GCA_001488475.1	United Kingdom	Europe	2011	2011	NA
GCA_001488495.1	campylobacter	8475	121	633	186	223	855	251	157	0	Human	Campylobacter	Campylobacter coli	NA	GCA_001488495.1	United Kingdom	Europe	2004	2004	Human
GCA_001488515.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001488515.1	United Kingdom	Europe	2014	2014	NA
GCA_001488535.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001488535.1	United Kingdom	Europe	2014	2014	NA
GCA_001488555.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001488555.1	United Kingdom	Europe	2014	2014	NA
GCA_001488595.1	campylobacter	1487	103	110	103	140	188	164	79	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001488595.1	United Kingdom	Europe	2006	2006	NA
GCA_001488615.1	campylobacter	872	33	39	30	82	113	44	17	0	Human	Campylobacter	Campylobacter coli	NA	GCA_001488615.1	United Kingdom	Europe	2009	2009	Human
GCA_001488635.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001488635.1	United Kingdom	Europe	2014	2014	NA
GCA_001488655.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001488655.1	United Kingdom	Europe	2014	2014	NA
GCA_001488695.1	campylobacter	8465	128	649	186	455	267	208	359	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001488695.1	United Kingdom	Europe	2007	2007	NA
GCA_001488715.1	campylobacter	8453	453	492	196	220	846	649	580	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001488715.1	United Kingdom	Europe	2010	2010	NA
GCA_001488735.1	campylobacter	1487	103	110	103	140	188	164	79	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001488735.1	United Kingdom	Europe	2004	2004	Chicken
GCA_001488755.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001488755.1	United Kingdom	Europe	2014	2014	NA
GCA_001488775.1	campylobacter	1774	33	39	30	139	113	43	17	1	NA	Campylobacter	Campylobacter coli	NA	GCA_001488775.1	United Kingdom	Europe	2010	2010	NA
GCA_001488795.1	campylobacter	3016	33	39	103	79	104	35	17	1	NA	Campylobacter	Campylobacter coli	NA	GCA_001488795.1	United Kingdom	Europe	2011	2011	NA
GCA_001488815.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001488815.1	United Kingdom	Europe	2014	2014	NA
GCA_001488835.1	campylobacter	8421	448	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001488835.1	United Kingdom	Europe	2014	2014	NA
GCA_001488855.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001488855.1	United Kingdom	Europe	2014	2014	NA
GCA_001488875.1	campylobacter	8443	89	637	543	271	594	246	95	0	NA	Campylobacter	Campylobacter coli	H092560131	GCA_001488875.1	United Kingdom	Europe	NA	NA	NA
GCA_001488915.1	campylobacter	8435	81	104	538	113	143	43	67	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001488915.1	United Kingdom	Europe	2005	2005	NA
GCA_001488935.1	campylobacter	1531	33	66	30	192	189	44	17	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001488935.1	United Kingdom	Europe	2003	2003	Chicken
GCA_001488955.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001488955.1	United Kingdom	Europe	2014	2014	NA
GCA_001488975.1	campylobacter	872	33	39	30	82	113	44	17	0	Human	Campylobacter	Campylobacter coli	NA	GCA_001488975.1	United Kingdom	Europe	2009	2009	Human
GCA_001489015.1	campylobacter	1988	130	189	87	258	277	129	153	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001489015.1	United Kingdom	Europe	2000	2000	NA
GCA_001489035.1	campylobacter	828	33	39	30	82	104	43	17	1	NA	Campylobacter	Campylobacter coli	NA	GCA_001489035.1	United Kingdom	Europe	2013	2013	NA
GCA_001489095.1	campylobacter	262	2	1	1	3	2	1	3	0	NA	Campylobacter	Campylobacter jejuni	NA	GCA_001489095.1	United Kingdom	Europe	2013	2013	NA
GCA_001489115.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001489115.1	United Kingdom	Europe	2013	2013	NA
GCA_001489135.1	campylobacter	1090	87	39	30	82	189	44	74	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001489135.1	United Kingdom	Europe	2004	2004	Chicken
GCA_001489155.1	campylobacter	825	33	39	30	82	113	47	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001489155.1	United Kingdom	Europe	2014	2014	NA
GCA_001489175.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001489175.1	United Kingdom	Europe	2014	2014	NA
GCA_001489215.1	campylobacter	7864	130	240	87	276	335	126	194	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001489215.1	United Kingdom	Europe	2014	2014	NA
GCA_001489255.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001489255.1	United Kingdom	Europe	2014	2014	NA
GCA_001489315.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001489315.1	United Kingdom	Europe	2008	2008	NA
GCA_001489335.1	campylobacter	829	33	39	30	82	113	43	17	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001489335.1	United Kingdom	Europe	2003	2003	Chicken
GCA_001489355.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001489355.1	United Kingdom	Europe	2014	2014	NA
GCA_001489395.1	campylobacter	1090	87	39	30	82	189	44	74	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001489395.1	United Kingdom	Europe	2004	2004	Chicken
GCA_001489435.1	campylobacter	4709	33	39	30	296	104	85	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001489435.1	United Kingdom	Europe	2006	2006	NA
GCA_001489455.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001489455.1	United Kingdom	Europe	2014	2014	NA
GCA_001489495.1	campylobacter	825	33	39	30	82	113	47	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001489495.1	United Kingdom	Europe	2014	2014	NA
GCA_001489535.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001489535.1	United Kingdom	Europe	2013	2013	NA
GCA_001489555.1	campylobacter	8449	452	633	537	507	836	658	173	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001489555.1	United Kingdom	Europe	2009	2009	NA
GCA_001489575.1	campylobacter	8440	145	337	540	219	630	477	185	0	NA	Campylobacter	Campylobacter coli	H075140555	GCA_001489575.1	United Kingdom	Europe	NA	NA	NA
GCA_001489595.1	campylobacter	825	33	39	30	82	113	47	17	0	Environment	Campylobacter	Campylobacter coli	CCN289	GCA_001489595.1	United Kingdom	Europe	NA	NA	Environment
GCA_001489615.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001489615.1	United Kingdom	Europe	2014	2014	NA
GCA_001489655.1	campylobacter	1090	87	39	30	82	189	44	74	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001489655.1	United Kingdom	Europe	2004	2004	Chicken
GCA_001489675.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001489675.1	United Kingdom	Europe	2013	2013	NA
GCA_001489735.1	campylobacter	1666	33	39	30	79	113	35	17	1	Human	Campylobacter	Campylobacter coli	NA	GCA_001489735.1	United Kingdom	Europe	2006	2006	Human
GCA_001489835.1	campylobacter	8490	128	238	202	217	329	469	336	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001489835.1	United Kingdom	Europe	2007	2007	NA
GCA_001489855.1	campylobacter	872	33	39	30	82	113	44	17	1	Human	Campylobacter	Campylobacter coli	NA	GCA_001489855.1	United Kingdom	Europe	2005	2005	Human
GCA_001489915.1	campylobacter	2022	33	39	122	82	189	43	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001489915.1	United Kingdom	Europe	2007	2007	NA
GCA_001489935.1	campylobacter	1090	87	39	30	82	189	44	74	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001489935.1	United Kingdom	Europe	2004	2004	Chicken
GCA_001489995.1	campylobacter	8472	456	645	553	223	738	666	607	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001489995.1	United Kingdom	Europe	2007	2007	NA
GCA_001490095.1	campylobacter	2273	33	39	65	79	104	85	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001490095.1	United Kingdom	Europe	2010	2010	NA
GCA_001490155.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001490155.1	United Kingdom	Europe	2013	2013	NA
GCA_001490175.1	campylobacter	828	33	39	30	82	104	43	17	1	Avian	Campylobacter	Campylobacter coli	NA	GCA_001490175.1	United Kingdom	Europe	2003	2003	Chicken
GCA_001490195.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	EC3511	GCA_001490195.1	United Kingdom	Europe	NA	NA	NA
GCA_001490215.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001490215.1	United Kingdom	Europe	2014	2014	NA
GCA_001490235.1	campylobacter	1016	33	38	30	82	118	43	17	1	Human	Campylobacter	Campylobacter coli	NA	GCA_001490235.1	United Kingdom	Europe	2007	2007	Human
GCA_001490255.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001490255.1	United Kingdom	Europe	2014	2014	NA
GCA_001490295.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001490295.1	United Kingdom	Europe	2014	2014	NA
GCA_001490375.1	campylobacter	1490	33	66	30	139	189	44	17	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001490375.1	United Kingdom	Europe	2005	2005	Chicken
GCA_001490415.1	campylobacter	962	33	39	30	82	104	47	36	0	Human	Campylobacter	Campylobacter coli	NA	GCA_001490415.1	United Kingdom	Europe	2004	2004	Human
GCA_001490435.1	campylobacter	8460	442	645	159	223	738	663	589	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001490435.1	United Kingdom	Europe	2014	2014	NA
GCA_001490475.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001490475.1	United Kingdom	Europe	2014	2014	NA
GCA_001490495.1	campylobacter	4422	33	39	30	391	104	47	17	0	NA	Campylobacter	Campylobacter coli	H110420358	GCA_001490495.1	United Kingdom	Europe	NA	NA	NA
GCA_001490515.1	campylobacter	825	33	39	30	82	113	47	17	0	Human	Campylobacter	Campylobacter coli	NA	GCA_001490515.1	United Kingdom	Europe	2004	2004	Human
GCA_001490535.1	campylobacter	8434	147	633	537	696	838	654	565	0	Human	Campylobacter	Campylobacter coli	NA	GCA_001490535.1	United Kingdom	Europe	2004	2004	Human
GCA_001490555.1	campylobacter	1417	33	39	44	82	104	35	36	1	Human	Campylobacter	Campylobacter coli	NA	GCA_001490555.1	United Kingdom	Europe	2010	2010	Human
GCA_001490575.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001490575.1	United Kingdom	Europe	2014	2014	NA
GCA_001490615.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001490615.1	United Kingdom	Europe	2013	2013	NA
GCA_001490635.1	campylobacter	677	10	81	50	99	120	76	52	0	Nonhuman Mammal	Campylobacter	Campylobacter jejuni	NA	GCA_001490635.1	United Kingdom	Europe	2000	2000	Rabbit
GCA_001490655.1	campylobacter	1986	33	39	167	113	265	43	67	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001490655.1	United Kingdom	Europe	2003	2003	Chicken
GCA_001490695.1	campylobacter	872	33	39	30	82	113	44	17	0	Human	Campylobacter	Campylobacter coli	NA	GCA_001490695.1	United Kingdom	Europe	2011	2011	Human
GCA_001490735.1	campylobacter	872	33	39	30	82	113	44	17	0	Human	Campylobacter	Campylobacter coli	NA	GCA_001490735.1	United Kingdom	Europe	2009	2009	Human
GCA_001490755.1	campylobacter	5150	292	66	30	82	113	206	17	1	NA	Campylobacter	Campylobacter coli	NA	GCA_001490755.1	United Kingdom	Europe	2010	2010	NA
GCA_001490775.1	campylobacter	825	33	39	30	82	113	47	17	0	NA	Campylobacter	Campylobacter coli	CCN19	GCA_001490775.1	United Kingdom	Europe	NA	NA	NA
GCA_001490835.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001490835.1	United Kingdom	Europe	2014	2014	NA
GCA_001490915.1	campylobacter	4425	33	39	30	139	113	47	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001490915.1	United Kingdom	Europe	2009	2009	NA
GCA_001490935.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001490935.1	United Kingdom	Europe	2014	2014	NA
GCA_001490955.1	campylobacter	2195	124	39	30	82	189	47	74	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001490955.1	United Kingdom	Europe	2009	2009	Chicken
GCA_001490975.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001490975.1	United Kingdom	Europe	2014	2014	NA
GCA_001490995.1	campylobacter	8477	130	440	558	503	660	524	613	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001490995.1	United Kingdom	Europe	2009	2009	NA
GCA_001491015.1	campylobacter	3308	81	39	147	113	404	43	160	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001491015.1	United Kingdom	Europe	2013	2013	Mallard
GCA_001491035.1	campylobacter	8430	148	629	535	695	836	72	562	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001491035.1	United Kingdom	Europe	2000	2000	NA
GCA_001491055.1	campylobacter	860	33	39	30	79	113	47	17	1	Human	Campylobacter	Campylobacter coli	NA	GCA_001491055.1	United Kingdom	Europe	2010	2010	Human
GCA_001491095.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001491095.1	United Kingdom	Europe	2014	2014	NA
GCA_001491115.1	campylobacter	1765	135	188	69	113	276	43	152	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001491115.1	United Kingdom	Europe	2013	2013	Mallard
GCA_001491135.1	campylobacter	829	33	39	30	82	113	43	17	1	Human	Campylobacter	Campylobacter coli	NA	GCA_001491135.1	United Kingdom	Europe	2012	2012	Human
GCA_001491155.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001491155.1	United Kingdom	Europe	2013	2013	NA
GCA_001491175.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001491175.1	United Kingdom	Europe	2014	2014	NA
GCA_001491195.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001491195.1	United Kingdom	Europe	2014	2014	NA
GCA_001491235.1	campylobacter	8429	130	627	86	124	835	126	95	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001491235.1	United Kingdom	Europe	2000	2000	NA
GCA_001491255.1	campylobacter	1145	33	39	30	82	104	44	17	0	Human	Campylobacter	Campylobacter coli	NA	GCA_001491255.1	United Kingdom	Europe	2004	2004	Human
GCA_001491275.1	campylobacter	7864	130	240	87	276	335	126	194	0	NA	Campylobacter	Campylobacter coli	EC5496	GCA_001491275.1	United Kingdom	Europe	NA	NA	NA
GCA_001491295.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001491295.1	United Kingdom	Europe	2014	2014	NA
GCA_001491315.1	campylobacter	1681	53	38	30	81	118	71	36	0	Human	Campylobacter	Campylobacter coli	NA	GCA_001491315.1	United Kingdom	Europe	2006	2006	Human
GCA_001491335.1	campylobacter	872	33	39	30	82	113	44	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001491335.1	United Kingdom	Europe	2009	2009	NA
GCA_001491355.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001491355.1	United Kingdom	Europe	2014	2014	NA
GCA_001491375.1	campylobacter	5494	204	412	86	445	581	209	76	0	NA	Campylobacter	Campylobacter coli	H105160209	GCA_001491375.1	United Kingdom	Europe	NA	NA	NA
GCA_001491395.1	campylobacter	1681	53	38	30	81	118	71	36	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001491395.1	United Kingdom	Europe	2009	2009	NA
GCA_001491415.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001491415.1	United Kingdom	Europe	2009	2009	NA
GCA_001491435.1	campylobacter	1488	87	39	30	82	188	44	74	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001491435.1	United Kingdom	Europe	2005	2005	Chicken
GCA_001491475.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001491475.1	United Kingdom	Europe	2013	2013	NA
GCA_001491495.1	campylobacter	1487	103	110	103	140	188	164	79	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001491495.1	United Kingdom	Europe	2004	2004	Chicken
GCA_001491535.1	campylobacter	827	33	39	30	82	104	56	17	1	Human	Campylobacter	Campylobacter coli	NA	GCA_001491535.1	United Kingdom	Europe	2014	2014	Human
GCA_001491575.1	campylobacter	8454	86	440	86	276	471	660	156	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001491575.1	United Kingdom	Europe	2003	2003	Chicken
GCA_001491595.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001491595.1	United Kingdom	Europe	2014	2014	NA
GCA_001491635.1	campylobacter	962	33	39	30	82	104	47	36	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001491635.1	United Kingdom	Europe	2013	2013	NA
GCA_001491655.1	campylobacter	1541	124	39	30	79	104	47	17	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001491655.1	United Kingdom	Europe	2001	2001	Chicken
GCA_001491675.1	campylobacter	8333	64	22	20	97	134	204	16	0	NA	Campylobacter	Campylobacter jejuni	NA	GCA_001491675.1	United Kingdom	Europe	NA	NA	NA
GCA_001491695.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001491695.1	United Kingdom	Europe	2013	2013	NA
GCA_001491715.1	campylobacter	829	33	39	30	82	113	43	17	1	NA	Campylobacter	Campylobacter coli	NA	GCA_001491715.1	United Kingdom	Europe	2006	2006	NA
GCA_001491735.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001491735.1	United Kingdom	Europe	2014	2014	NA
GCA_001491755.1	campylobacter	5659	33	66	30	82	113	206	17	1	Human	Campylobacter	Campylobacter coli	NA	GCA_001491755.1	United Kingdom	Europe	2006	2006	Human
GCA_001491775.1	campylobacter	827	33	39	30	82	104	56	17	0	Environment	Campylobacter	Campylobacter coli	NA	GCA_001491775.1	United Kingdom	Europe	2013	2013	Environment
GCA_001491795.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001491795.1	United Kingdom	Europe	2014	2014	NA
GCA_001491815.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001491815.1	United Kingdom	Europe	2014	2014	NA
GCA_001491835.1	campylobacter	825	33	39	30	82	113	47	17	0	Human	Campylobacter	Campylobacter coli	NA	GCA_001491835.1	United Kingdom	Europe	2012	2012	Human
